Fix Mode,SV in Fix,Week Num,Time of Week (0.01s),Latitude (1E-7 deg),Longitude (1E-7 deg),Height Above Ellipsoid (0.01 m),Height Above Sea Level (0.01 m),Geometric Dilution of Precision (0.01),Position Dilution of Precision (0.01),Horizontal Dilution of Precision (0.01),Vertical Dilution of Precision (0.01),Time Dilution of Precision (0.01),ECEF X (0.01 m),ECEF Y (0.01 m),ECEF Z (0.01 m),ECEF-VX (0.01m/s),ECEF-VY (0.01m/s),ECEF-VZ (0.01m/s),Raw Range,Frequency Offset,Target ID
,,,50381248.75,,,,,,,,,,,,,,,,191375,1128,77
,,,50381421.12,,,,,,,,,,,,,,,,109189,392,78
2,10,2155,50381529,374004465,-1221729481,12838,16068,204,180,94,153,95,-270137425,-429420454,385287043,0,0,0,,,
2,10,2155,50381539,374004465,-1221729481,12838,16068,204,180,94,153,95,-270137425,-429420454,385287043,0,0,0,,,
2,10,2155,50381549,374004465,-1221729481,12838,16068,204,180,94,153,95,-270137425,-429420454,385287043,0,0,0,,,
2,10,2155,50381559,374004465,-1221729481,12838,16068,204,180,94,153,95,-270137425,-429420454,385287043,0,0,0,,,
2,10,2155,50381569,374004465,-1221729481,12838,16068,204,180,94,153,95,-270137425,-429420454,385287043,0,0,0,,,
2,10,2155,50381579,374004465,-1221729481,12838,16068,204,180,94,153,95,-270137425,-429420454,385287043,0,0,0,,,
2,10,2155,50381589,374004465,-1221729481,12838,16068,204,180,94,153,95,-270137425,-429420454,385287043,0,0,0,,,
2,10,2155,50381589,374004465,-1221729481,12838,16068,204,180,94,153,95,-270137425,-429420454,385287043,0,0,0,,,
,,,50381594.75,,,,,,,,,,,,,,,,22742,1320,74
,,,50381775.85,,,,,,,,,,,,,,,,220009,1048152,76
,,,50381948.18,,,,,,,,,,,,,,,,191353,1080,77
,,,50382121.68,,,,,,,,,,,,,,,,109258,408,78
2,10,2155,50382229,374004465,-1221729481,12838,16068,192,171,90,145,87,-270137425,-429420454,385287043,0,0,0,,,
2,10,2155,50382239,374004465,-1221729481,12838,16068,192,171,90,145,87,-270137425,-429420454,385287043,0,0,0,,,
2,10,2155,50382249,374004465,-1221729481,12838,16068,192,171,90,145,87,-270137425,-429420454,385287043,0,0,0,,,
2,10,2155,50382259,374004465,-1221729481,12838,16068,192,171,90,145,87,-270137425,-429420454,385287043,0,0,0,,,
2,10,2155,50382269,374004465,-1221729481,12838,16068,192,171,90,145,87,-270137425,-429420454,385287043,0,0,0,,,
2,10,2155,50382279,374004465,-1221729481,12838,16068,192,171,90,145,87,-270137425,-429420454,385287043,0,0,0,,,
2,10,2155,50382289,374004465,-1221729481,12838,16068,192,171,90,145,87,-270137425,-429420454,385287043,0,0,0,,,
2,10,2155,50382289,374004465,-1221729481,12838,16068,192,171,90,145,87,-270137425,-429420454,385287043,0,0,0,,,
,,,50382294.08,,,,,,,,,,,,,,,,22783,1304,74
,,,50382474.38,,,,,,,,,,,,,,,,219968,1048152,76
,,,50382647.9,,,,,,,,,,,,,,,,191456,1128,77
,,,50382820.23,,,,,,,,,,,,,,,,109165,408,78
2,10,2155,50382929,374004465,-1221729481,12838,16068,192,171,90,145,87,-270137425,-429420454,385287043,0,0,0,,,
2,10,2155,50382939,374004465,-1221729481,12838,16068,192,171,90,145,87,-270137425,-429420454,385287043,0,0,0,,,
2,10,2155,50382949,374004465,-1221729481,12838,16068,192,171,90,145,87,-270137425,-429420454,385287043,0,0,0,,,
2,10,2155,50382959,374004465,-1221729481,12838,16068,192,171,90,145,87,-270137425,-429420454,385287043,0,0,0,,,
2,10,2155,50382969,374004465,-1221729481,12838,16068,192,171,90,145,87,-270137425,-429420454,385287043,0,0,0,,,
2,10,2155,50382979,374004465,-1221729481,12838,16068,192,171,90,145,87,-270137425,-429420454,385287043,0,0,0,,,
2,10,2155,50382989,374004465,-1221729481,12838,16068,192,171,90,145,87,-270137425,-429420454,385287043,0,0,0,,,
2,10,2155,50382989,374004465,-1221729481,12838,16068,192,171,90,145,87,-270137425,-429420454,385287043,0,0,0,,,
,,,50382992.74,,,,,,,,,,,,,,,,22714,1304,74
,,,50383174.29,,,,,,,,,,,,,,,,219965,1048136,76
,,,50383347.91,,,,,,,,,,,,,,,,191461,1096,77
,,,50383520.14,,,,,,,,,,,,,,,,109201,408,78
2,10,2155,50383629,374004465,-1221729481,12838,16068,192,170,90,145,87,-270137425,-429420454,385287043,0,0,0,,,
2,10,2155,50383639,374004465,-1221729481,12838,16068,192,170,90,145,87,-270137425,-429420454,385287043,0,0,0,,,
2,10,2155,50383649,374004465,-1221729481,12838,16068,192,170,90,145,87,-270137425,-429420454,385287043,0,0,0,,,
2,10,2155,50383659,374004465,-1221729481,12838,16068,192,170,90,145,87,-270137425,-429420454,385287043,0,0,0,,,
2,10,2155,50383669,374004465,-1221729481,12838,16068,192,170,90,145,87,-270137425,-429420454,385287043,0,0,0,,,
2,10,2155,50383679,374004465,-1221729481,12838,16068,192,170,90,145,87,-270137425,-429420454,385287043,0,0,0,,,
2,10,2155,50383689,374004465,-1221729481,12838,16068,192,170,90,145,87,-270137425,-429420454,385287043,0,0,0,,,
2,10,2155,50383689,374004465,-1221729481,12838,16068,192,170,90,145,87,-270137425,-429420454,385287043,0,0,0,,,
,,,50383692.64,,,,,,,,,,,,,,,,22765,1320,74
,,,50383874.39,,,,,,,,,,,,,,,,219975,1048136,76
,,,50384047.91,,,,,,,,,,,,,,,,191481,1096,77
,,,50384220.24,,,,,,,,,,,,,,,,109236,424,78
2,10,2155,50384329,374004465,-1221729481,12838,16068,191,170,90,144,87,-270137425,-429420454,385287043,0,0,0,,,
2,10,2155,50384349,374004465,-1221729481,12838,16068,191,170,90,144,87,-270137425,-429420454,385287043,0,0,0,,,
2,10,2155,50384359,374004465,-1221729481,12838,16068,191,170,90,144,87,-270137425,-429420454,385287043,0,0,0,,,
2,10,2155,50384369,374004465,-1221729481,12838,16068,191,170,90,144,87,-270137425,-429420454,385287043,0,0,0,,,
2,10,2155,50384379,374004465,-1221729481,12838,16068,191,170,90,144,87,-270137425,-429420454,385287043,0,0,0,,,
2,10,2155,50384389,374004465,-1221729481,12838,16068,191,170,90,144,87,-270137425,-429420454,385287043,0,0,0,,,
2,10,2155,50384389,374004465,-1221729481,12838,16068,191,170,90,144,87,-270137425,-429420454,385287043,0,0,0,,,
,,,50384392.74,,,,,,,,,,,,,,,,22769,1288,74
,,,50384575.87,,,,,,,,,,,,,,,,220008,1048120,76
,,,50384750.67,,,,,,,,,,,,,,,,191397,1064,77
,,,50384923.02,,,,,,,,,,,,,,,,109349,408,78
2,10,2155,50385029,374004465,-1221729481,12838,16068,191,170,90,144,87,-270137425,-429420454,385287043,0,0,0,,,
2,10,2155,50385039,374004465,-1221729481,12838,16068,191,170,90,144,87,-270137425,-429420454,385287043,0,0,0,,,
2,10,2155,50385049,374004465,-1221729481,12838,16068,191,170,90,144,87,-270137425,-429420454,385287043,0,0,0,,,
2,10,2155,50385059,374004465,-1221729481,12838,16068,191,170,90,144,87,-270137425,-429420454,385287043,0,0,0,,,
2,10,2155,50385069,374004465,-1221729481,12838,16068,191,170,90,144,87,-270137425,-429420454,385287043,0,0,0,,,
2,10,2155,50385079,374004465,-1221729481,12838,16068,191,170,90,144,87,-270137425,-429420454,385287043,0,0,0,,,
2,10,2155,50385089,374004465,-1221729481,12838,16068,191,170,90,144,87,-270137425,-429420454,385287043,0,0,0,,,
2,10,2155,50385089,374004465,-1221729481,12838,16068,191,170,90,144,87,-270137425,-429420454,385287043,0,0,0,,,
,,,50385095.29,,,,,,,,,,,,,,,,22811,1304,74
,,,50385275.78,,,,,,,,,,,,,,,,219976,1048072,76
,,,50385449.38,,,,,,,,,,,,,,,,191391,1064,77
,,,50385621.68,,,,,,,,,,,,,,,,109292,424,78
2,10,2155,50385729,374004465,-1221729481,12838,16068,191,170,90,144,87,-270137425,-429420454,385287043,0,0,0,,,
2,10,2155,50385739,374004465,-1221729481,12838,16068,191,170,90,144,87,-270137425,-429420454,385287043,0,0,0,,,
2,10,2155,50385749,374004465,-1221729481,12838,16068,191,170,90,144,87,-270137425,-429420454,385287043,0,0,0,,,
2,10,2155,50385759,374004465,-1221729481,12838,16068,191,170,90,144,87,-270137425,-429420454,385287043,0,0,0,,,
2,10,2155,50385769,374004465,-1221729481,12838,16068,191,170,90,144,87,-270137425,-429420454,385287043,0,0,0,,,
2,10,2155,50385779,374004465,-1221729481,12838,16068,191,170,90,144,87,-270137425,-429420454,385287043,0,0,0,,,
2,10,2155,50385789,374004465,-1221729481,12838,16068,191,170,90,144,87,-270137425,-429420454,385287043,0,0,0,,,
2,10,2155,50385789,374004465,-1221729481,12838,16068,191,170,90,144,87,-270137425,-429420454,385287043,0,0,0,,,
,,,50385794.02,,,,,,,,,,,,,,,,22762,1288,74
,,,50385974.41,,,,,,,,,,,,,,,,220005,1048072,76
,,,50386149.19,,,,,,,,,,,,,,,,191410,1112,77
,,,50386323.81,,,,,,,,,,,,,,,,109249,424,78
2,10,2155,50386429,374004465,-1221729481,12838,16068,191,170,90,144,87,-270137425,-429420454,385287043,0,0,0,,,
2,10,2155,50386439,374004465,-1221729481,12838,16068,191,170,90,144,87,-270137425,-429420454,385287043,0,0,0,,,
2,10,2155,50386449,374004465,-1221729481,12838,16068,191,170,90,144,87,-270137425,-429420454,385287043,0,0,0,,,
2,10,2155,50386459,374004465,-1221729481,12838,16068,191,170,90,144,87,-270137425,-429420454,385287043,0,0,0,,,
2,10,2155,50386469,374004465,-1221729481,12838,16068,191,170,90,144,87,-270137425,-429420454,385287043,0,0,0,,,
2,10,2155,50386479,374004465,-1221729481,12838,16068,191,170,90,144,87,-270137425,-429420454,385287043,0,0,0,,,
2,10,2155,50386489,374004465,-1221729481,12838,16068,191,170,90,144,87,-270137425,-429420454,385287043,0,0,0,,,
2,10,2155,50386489,374004465,-1221729481,12838,16068,191,170,90,144,87,-270137425,-429420454,385287043,0,0,0,,,
,,,50386497.34,,,,,,,,,,,,,,,,22763,1272,74
,,,50386678.03,,,,,,,,,,,,,,,,219928,1048056,76
,,,50386851.57,,,,,,,,,,,,,,,,191377,1144,77
,,,50387023.91,,,,,,,,,,,,,,,,109334,424,78
2,10,2155,50387129,374004465,-1221729481,12838,16068,191,170,90,144,87,-270137425,-429420454,385287043,0,0,0,,,
2,10,2155,50387139,374004465,-1221729481,12838,16068,191,170,90,144,87,-270137425,-429420454,385287043,0,0,0,,,
2,10,2155,50387149,374004465,-1221729481,12838,16068,191,170,90,144,87,-270137425,-429420454,385287043,0,0,0,,,
2,10,2155,50387159,374004465,-1221729481,12838,16068,191,170,90,144,87,-270137425,-429420454,385287043,0,0,0,,,
2,10,2155,50387169,374004465,-1221729481,12838,16068,191,170,90,144,87,-270137425,-429420454,385287043,0,0,0,,,
2,10,2155,50387179,374004465,-1221729481,12838,16068,191,170,90,144,87,-270137425,-429420454,385287043,0,0,0,,,
2,10,2155,50387189,374004465,-1221729481,12838,16068,191,170,90,144,87,-270137425,-429420454,385287043,0,0,0,,,
2,10,2155,50387189,374004465,-1221729481,12838,16068,191,170,90,144,87,-270137425,-429420454,385287043,0,0,0,,,
,,,50387197.51,,,,,,,,,,,,,,,,22774,1304,74
,,,50387377.86,,,,,,,,,,,,,,,,219954,1048056,76
,,,50387551.46,,,,,,,,,,,,,,,,191425,1144,77
,,,50387723.72,,,,,,,,,,,,,,,,109305,408,78
2,10,2155,50387829,374004465,-1221729481,12838,16068,191,170,90,144,87,-270137425,-429420454,385287043,0,0,0,,,
2,10,2155,50387839,374004465,-1221729481,12838,16068,191,170,90,144,87,-270137425,-429420454,385287043,0,0,0,,,
2,10,2155,50387849,374004465,-1221729481,12838,16068,191,170,90,144,87,-270137425,-429420454,385287043,0,0,0,,,
2,10,2155,50387859,374004465,-1221729481,12838,16068,191,170,90,144,87,-270137425,-429420454,385287043,0,0,0,,,
2,10,2155,50387869,374004465,-1221729481,12838,16068,191,170,90,144,87,-270137425,-429420454,385287043,0,0,0,,,
2,10,2155,50387879,374004465,-1221729481,12838,16068,191,170,90,144,87,-270137425,-429420454,385287043,0,0,0,,,
2,10,2155,50387889,374004465,-1221729481,12838,16068,191,170,90,144,87,-270137425,-429420454,385287043,0,0,0,,,
2,10,2155,50387889,374004465,-1221729481,12838,16068,191,170,90,144,87,-270137425,-429420454,385287043,0,0,0,,,
,,,50387896,,,,,,,,,,,,,,,,22718,1304,74
,,,50388076.78,,,,,,,,,,,,,,,,219942,1048088,76
,,,50388250.28,,,,,,,,,,,,,,,,191368,1176,77
,,,50388422.66,,,,,,,,,,,,,,,,109292,408,78
2,10,2155,50388529,374004465,-1221729481,12838,16068,190,169,90,143,87,-270137425,-429420454,385287043,0,0,0,,,
2,10,2155,50388539,374004465,-1221729481,12838,16068,190,169,90,143,87,-270137425,-429420454,385287043,0,0,0,,,
2,10,2155,50388549,374004465,-1221729481,12838,16068,190,169,90,143,87,-270137425,-429420454,385287043,0,0,0,,,
2,10,2155,50388559,374004465,-1221729481,12838,16068,190,169,90,143,87,-270137425,-429420454,385287043,0,0,0,,,
2,10,2155,50388569,374004465,-1221729481,12838,16068,190,169,90,143,87,-270137425,-429420454,385287043,0,0,0,,,
2,10,2155,50388579,374004465,-1221729481,12838,16068,190,169,90,143,87,-270137425,-429420454,385287043,0,0,0,,,
2,10,2155,50388589,374004465,-1221729481,12838,16068,190,169,90,143,87,-270137425,-429420454,385287043,0,0,0,,,
2,10,2155,50388589,374004465,-1221729481,12838,16068,190,169,90,143,87,-270137425,-429420454,385287043,0,0,0,,,
,,,50388596,,,,,,,,,,,,,,,,22726,1304,74
,,,50388776.2,,,,,,,,,,,,,,,,219960,1048104,76
,,,50388948.53,,,,,,,,,,,,,,,,191449,1128,77
,,,50389120.87,,,,,,,,,,,,,,,,109339,424,78
2,10,2155,50389229,374004465,-1221729481,12838,16068,190,169,90,143,86,-270137425,-429420454,385287043,0,0,0,,,
2,10,2155,50389239,374004465,-1221729481,12838,16068,190,169,90,143,86,-270137425,-429420454,385287043,0,0,0,,,
2,10,2155,50389249,374004465,-1221729481,12838,16068,190,169,90,143,86,-270137425,-429420454,385287043,0,0,0,,,
2,10,2155,50389259,374004465,-1221729481,12838,16068,190,169,90,143,86,-270137425,-429420454,385287043,0,0,0,,,
2,10,2155,50389269,374004465,-1221729481,12838,16068,190,169,90,143,86,-270137425,-429420454,385287043,0,0,0,,,
2,10,2155,50389279,374004465,-1221729481,12838,16068,190,169,90,143,86,-270137425,-429420454,385287043,0,0,0,,,
2,10,2155,50389289,374004465,-1221729481,12838,16068,190,169,90,143,86,-270137425,-429420454,385287043,0,0,0,,,
2,10,2155,50389289,374004465,-1221729481,12838,16068,190,169,90,143,86,-270137425,-429420454,385287043,0,0,0,,,
,,,50389294.35,,,,,,,,,,,,,,,,22754,1304,74
,,,50389475.8,,,,,,,,,,,,,,,,219968,1048104,76
,,,50389649.51,,,,,,,,,,,,,,,,191472,1128,77
,,,50389821.78,,,,,,,,,,,,,,,,109238,408,78
2,10,2155,50389929,374004465,-1221729481,12838,16068,190,169,90,143,86,-270137425,-429420454,385287043,0,0,0,,,
2,10,2155,50389939,374004465,-1221729481,12838,16068,190,169,90,143,86,-270137425,-429420454,385287043,0,0,0,,,
2,10,2155,50389949,374004465,-1221729481,12838,16068,190,169,90,143,86,-270137425,-429420454,385287043,0,0,0,,,
2,10,2155,50389959,374004465,-1221729481,12838,16068,190,169,90,143,86,-270137425,-429420454,385287043,0,0,0,,,
2,10,2155,50389969,374004465,-1221729481,12838,16068,190,169,90,143,86,-270137425,-429420454,385287043,0,0,0,,,
2,10,2155,50389979,374004465,-1221729481,12838,16068,190,169,90,143,86,-270137425,-429420454,385287043,0,0,0,,,
2,10,2155,50389989,374004465,-1221729481,12838,16068,190,169,90,143,86,-270137425,-429420454,385287043,0,0,0,,,
2,10,2155,50389989,374004465,-1221729481,12838,16068,190,169,90,143,86,-270137425,-429420454,385287043,0,0,0,,,
,,,50389995.23,,,,,,,,,,,,,,,,22790,1304,74
,,,50390175.32,,,,,,,,,,,,,,,,219965,1048120,76
,,,50390347.77,,,,,,,,,,,,,,,,191498,1144,77
,,,50390520.09,,,,,,,,,,,,,,,,109339,440,78
2,10,2155,50390629,374004465,-1221729481,12838,16068,190,169,90,143,86,-270137425,-429420454,385287043,0,0,0,,,
2,10,2155,50390639,374004465,-1221729481,12838,16068,190,169,90,143,86,-270137425,-429420454,385287043,0,0,0,,,
2,10,2155,50390649,374004465,-1221729481,12838,16068,190,169,90,143,86,-270137425,-429420454,385287043,0,0,0,,,
2,10,2155,50390659,374004465,-1221729481,12838,16068,190,169,90,143,86,-270137425,-429420454,385287043,0,0,0,,,
2,10,2155,50390669,374004465,-1221729481,12838,16068,190,169,90,143,86,-270137425,-429420454,385287043,0,0,0,,,
2,10,2155,50390679,374004465,-1221729481,12838,16068,190,169,90,143,86,-270137425,-429420454,385287043,0,0,0,,,
2,10,2155,50390689,374004465,-1221729481,12838,16068,190,169,90,143,86,-270137425,-429420454,385287043,0,0,0,,,
2,10,2155,50390689,374004465,-1221729481,12838,16068,190,169,90,143,86,-270137425,-429420454,385287043,0,0,0,,,
,,,50390693.48,,,,,,,,,,,,,,,,22764,1304,74
,,,50390874.54,,,,,,,,,,,,,,,,220005,1048104,76
,,,50391048.16,,,,,,,,,,,,,,,,191434,1144,77
,,,50391221.68,,,,,,,,,,,,,,,,109285,440,78
2,10,2155,50391329,374004465,-1221729481,12838,16068,190,169,90,143,86,-270137425,-429420454,385287043,0,0,0,,,
2,10,2155,50391339,374004465,-1221729481,12838,16068,190,169,90,143,86,-270137425,-429420454,385287043,0,0,0,,,
2,10,2155,50391349,374004465,-1221729481,12838,16068,190,169,90,143,86,-270137425,-429420454,385287043,0,0,0,,,
2,10,2155,50391359,374004465,-1221729481,12838,16068,190,169,90,143,86,-270137425,-429420454,385287043,0,0,0,,,
2,10,2155,50391369,374004465,-1221729481,12838,16068,190,169,90,143,86,-270137425,-429420454,385287043,0,0,0,,,
2,10,2155,50391379,374004465,-1221729481,12838,16068,190,169,90,143,86,-270137425,-429420454,385287043,0,0,0,,,
2,10,2155,50391389,374004465,-1221729481,12838,16068,190,169,90,143,86,-270137425,-429420454,385287043,0,0,0,,,
2,10,2155,50391389,374004465,-1221729481,12838,16068,190,169,90,143,86,-270137425,-429420454,385287043,0,0,0,,,
,,,50391395.24,,,,,,,,,,,,,,,,22802,1304,74
,,,50391576.01,,,,,,,,,,,,,,,,219952,1048136,76
,,,50391749.52,,,,,,,,,,,,,,,,191485,1128,77
,,,50391921.86,,,,,,,,,,,,,,,,109279,440,78
2,10,2155,50392029,374004465,-1221729481,12838,16068,190,169,90,143,86,-270137425,-429420454,385287043,0,0,0,,,
2,10,2155,50392039,374004465,-1221729481,12838,16068,190,169,90,143,86,-270137425,-429420454,385287043,0,0,0,,,
2,10,2155,50392049,374004465,-1221729481,12838,16068,190,169,90,143,86,-270137425,-429420454,385287043,0,0,0,,,
2,10,2155,50392059,374004465,-1221729481,12838,16068,190,169,90,143,86,-270137425,-429420454,385287043,0,0,0,,,
2,10,2155,50392069,374004465,-1221729481,12838,16068,190,169,90,143,86,-270137425,-429420454,385287043,0,0,0,,,
2,10,2155,50392079,374004465,-1221729481,12838,16068,190,169,90,143,86,-270137425,-429420454,385287043,0,0,0,,,
2,10,2155,50392089,374004465,-1221729481,12838,16068,190,169,90,142,86,-270137425,-429420454,385287043,0,0,0,,,
2,10,2155,50392089,374004465,-1221729481,12838,16068,190,169,90,142,86,-270137425,-429420454,385287043,0,0,0,,,
,,,50392094.29,,,,,,,,,,,,,,,,22783,1320,74
,,,50392274.65,,,,,,,,,,,,,,,,219964,1048104,76
,,,50392448.17,,,,,,,,,,,,,,,,191499,1144,77
,,,50392620.51,,,,,,,,,,,,,,,,109276,424,78
2,10,2155,50392729,374004465,-1221729481,12838,16068,189,169,90,142,86,-270137425,-429420454,385287043,0,0,0,,,
2,10,2155,50392739,374004465,-1221729481,12838,16068,189,169,90,142,86,-270137425,-429420454,385287043,0,0,0,,,
2,10,2155,50392749,374004465,-1221729481,12838,16068,189,169,90,142,86,-270137425,-429420454,385287043,0,0,0,,,
2,10,2155,50392759,374004465,-1221729481,12838,16068,189,169,90,142,86,-270137425,-429420454,385287043,0,0,0,,,
2,10,2155,50392769,374004465,-1221729481,12838,16068,189,169,90,142,86,-270137425,-429420454,385287043,0,0,0,,,
2,10,2155,50392779,374004465,-1221729481,12838,16068,189,169,90,142,86,-270137425,-429420454,385287043,0,0,0,,,
2,10,2155,50392789,374004465,-1221729481,12838,16068,189,169,90,142,86,-270137425,-429420454,385287043,0,0,0,,,
2,10,2155,50392789,374004465,-1221729481,12838,16068,189,169,90,142,86,-270137425,-429420454,385287043,0,0,0,,,
,,,50392794.1,,,,,,,,,,,,,,,,22787,1320,74
,,,50392974.66,,,,,,,,,,,,,,,,220005,1048088,76
,,,50393148.18,,,,,,,,,,,,,,,,191441,1112,77
,,,50393320.51,,,,,,,,,,,,,,,,109323,440,78
2,10,2155,50393429,374004465,-1221729481,12838,16068,189,168,90,142,86,-270137425,-429420454,385287043,0,0,0,,,
2,10,2155,50393439,374004465,-1221729481,12838,16068,189,168,90,142,86,-270137425,-429420454,385287043,0,0,0,,,
2,10,2155,50393449,374004465,-1221729481,12838,16068,189,168,90,142,86,-270137425,-429420454,385287043,0,0,0,,,
2,10,2155,50393459,374004465,-1221729481,12838,16068,189,168,90,142,86,-270137425,-429420454,385287043,0,0,0,,,
2,10,2155,50393469,374004465,-1221729481,12838,16068,189,168,90,142,86,-270137425,-429420454,385287043,0,0,0,,,
2,10,2155,50393479,374004465,-1221729481,12838,16068,189,168,90,142,86,-270137425,-429420454,385287043,0,0,0,,,
2,10,2155,50393489,374004465,-1221729481,12838,16068,189,168,90,142,86,-270137425,-429420454,385287043,0,0,0,,,
2,10,2155,50393489,374004465,-1221729481,12838,16068,189,168,90,142,86,-270137425,-429420454,385287043,0,0,0,,,
,,,50393494.09,,,,,,,,,,,,,,,,22761,1304,74
,,,50393674.67,,,,,,,,,,,,,,,,220018,1048120,76
,,,50393848.29,,,,,,,,,,,,,,,,191442,1096,77
,,,50394020.71,,,,,,,,,,,,,,,,109297,440,78
2,10,2155,50394129,374004465,-1221729481,12838,16068,189,168,90,142,86,-270137425,-429420454,385287043,0,0,0,,,
2,10,2155,50394139,374004465,-1221729481,12838,16068,189,168,90,142,86,-270137425,-429420454,385287043,0,0,0,,,
2,10,2155,50394149,374004465,-1221729481,12838,16068,189,168,90,142,86,-270137425,-429420454,385287043,0,0,0,,,
2,10,2155,50394159,374004465,-1221729481,12838,16068,189,168,90,142,86,-270137425,-429420454,385287043,0,0,0,,,
2,10,2155,50394169,374004465,-1221729481,12838,16068,189,168,90,142,86,-270137425,-429420454,385287043,0,0,0,,,
2,10,2155,50394179,374004465,-1221729481,12838,16068,189,168,90,142,86,-270137425,-429420454,385287043,0,0,0,,,
2,10,2155,50394189,374004465,-1221729481,12838,16068,189,168,90,142,86,-270137425,-429420454,385287043,0,0,0,,,
2,10,2155,50394189,374004465,-1221729481,12838,16068,189,168,90,142,86,-270137425,-429420454,385287043,0,0,0,,,
,,,50394194.31,,,,,,,,,,,,,,,,22762,1320,74
,,,50394375.93,,,,,,,,,,,,,,,,219973,1048120,76
,,,50394549.65,,,,,,,,,,,,,,,,191483,1144,77
,,,50394722.03,,,,,,,,,,,,,,,,109300,456,78
2,10,2155,50394829,374004465,-1221729481,12838,16068,189,168,90,142,86,-270137425,-429420454,385287043,0,0,0,,,
2,10,2155,50394839,374004465,-1221729481,12838,16068,189,168,90,142,86,-270137425,-429420454,385287043,0,0,0,,,
2,10,2155,50394849,374004465,-1221729481,12838,16068,189,168,90,142,86,-270137425,-429420454,385287043,0,0,0,,,
2,10,2155,50394859,374004465,-1221729481,12838,16068,189,168,90,142,86,-270137425,-429420454,385287043,0,0,0,,,
2,10,2155,50394869,374004465,-1221729481,12838,16068,189,168,90,142,86,-270137425,-429420454,385287043,0,0,0,,,
2,10,2155,50394879,374004465,-1221729481,12838,16068,189,168,90,142,86,-270137425,-429420454,385287043,0,0,0,,,
2,10,2155,50394889,374004465,-1221729481,12838,16068,189,168,90,142,86,-270137425,-429420454,385287043,0,0,0,,,
2,10,2155,50394889,374004465,-1221729481,12838,16068,189,168,90,142,86,-270137425,-429420454,385287043,0,0,0,,,
,,,50394895.69,,,,,,,,,,,,,,,,22807,1320,74
,,,50395078.1,,,,,,,,,,,,,,,,219979,1048104,76
,,,50395251.68,,,,,,,,,,,,,,,,191432,1144,77
,,,50395425.34,,,,,,,,,,,,,,,,109244,424,78
2,10,2155,50395529,374004465,-1221729481,12838,16068,189,168,90,142,86,-270137425,-429420454,385287043,0,0,0,,,
2,10,2155,50395539,374004465,-1221729481,12838,16068,189,168,90,142,86,-270137425,-429420454,385287043,0,0,0,,,
2,10,2155,50395549,374004465,-1221729481,12838,16068,189,168,90,142,86,-270137425,-429420454,385287043,0,0,0,,,
2,10,2155,50395559,374004465,-1221729481,12838,16068,189,168,90,142,86,-270137425,-429420454,385287043,0,0,0,,,
2,10,2155,50395569,374004465,-1221729481,12838,16068,189,168,90,142,86,-270137425,-429420454,385287043,0,0,0,,,
2,10,2155,50395579,374004465,-1221729481,12838,16068,189,168,90,142,86,-270137425,-429420454,385287043,0,0,0,,,
2,10,2155,50395589,374004465,-1221729481,12838,16068,189,168,90,142,86,-270137425,-429420454,385287043,0,0,0,,,
2,10,2155,50395589,374004465,-1221729481,12838,16068,189,168,90,142,86,-270137425,-429420454,385287043,0,0,0,,,
,,,50395600.18,,,,,,,,,,,,,,,,22742,1336,74
,,,50395780.36,,,,,,,,,,,,,,,,219939,1048168,76
,,,50395955.08,,,,,,,,,,,,,,,,191475,1112,77
,,,50396127.39,,,,,,,,,,,,,,,,109221,408,78
2,10,2155,50396229,374004465,-1221729481,12838,16068,189,168,90,142,85,-270137425,-429420454,385287043,0,0,0,,,
2,10,2155,50396239,374004465,-1221729481,12838,16068,189,168,90,142,85,-270137425,-429420454,385287043,0,0,0,,,
2,10,2155,50396249,374004465,-1221729481,12838,16068,189,168,90,142,85,-270137425,-429420454,385287043,0,0,0,,,
2,10,2155,50396259,374004465,-1221729481,12838,16068,189,168,90,142,85,-270137425,-429420454,385287043,0,0,0,,,
2,10,2155,50396269,374004465,-1221729481,12838,16068,189,168,90,141,85,-270137425,-429420454,385287043,0,0,0,,,
2,10,2155,50396279,374004465,-1221729481,12838,16068,189,168,90,141,85,-270137425,-429420454,385287043,0,0,0,,,
2,10,2155,50396289,374004465,-1221729481,12838,16068,188,168,90,141,85,-270137425,-429420454,385287043,0,0,0,,,
2,10,2155,50396289,374004465,-1221729481,12838,16068,188,168,90,141,85,-270137425,-429420454,385287043,0,0,0,,,
,,,50396300.96,,,,,,,,,,,,,,,,22808,1320,74
,,,50396481.04,,,,,,,,,,,,,,,,219966,1048232,76
,,,50396654.6,,,,,,,,,,,,,,,,191468,1112,77
,,,50396826.92,,,,,,,,,,,,,,,,109204,408,78
2,10,2155,50396929,374004465,-1221729481,12838,16068,188,168,90,141,85,-270137425,-429420454,385287043,0,0,0,,,
2,10,2155,50396939,374004465,-1221729481,12838,16068,188,168,90,141,85,-270137425,-429420454,385287043,0,0,0,,,
2,10,2155,50396949,374004465,-1221729481,12838,16068,188,168,90,141,85,-270137425,-429420454,385287043,0,0,0,,,
2,10,2155,50396959,374004465,-1221729481,12838,16068,188,168,90,141,85,-270137425,-429420454,385287043,0,0,0,,,
2,10,2155,50396969,374004465,-1221729481,12838,16068,188,168,90,141,85,-270137425,-429420454,385287043,0,0,0,,,
